0.	0.18620689655172415
0.001	0.18620320672820737
0.002	0.1861921380912093
0.003	0.18617369314092994
0.004	0.18614787604284738
0.005	0.18611469262543637
0.006	0.18607415037697778
0.007	0.18602625844146212
0.008	0.1859710276135913
0.009	0.18590847033288388
0.01	0.18583860067688973
0.011	0.1857614343535213
0.012	0.1856769886925091
0.013	0.18558528263599045
0.014	0.18548633672824064
0.015	0.1853801731045577
0.016	0.18526681547931123
0.017	0.18514628913316813
0.018	0.1850186208995076
0.019	0.18488383915003961
0.02	0.1847419737796407
0.021	0.18459305619042307
0.022	0.1844371192750517
0.023	0.1842741973993274
0.024	0.1841043263840519
0.025	0.18392754348619345
0.026	0.18374388737937092
0.027	0.18355339813367616
0.028	0.18335611719485323
0.029	0.18315208736285485
0.03	0.1829413527697975
0.031	0.18272395885733483
0.032	0.18249995235347144
0.033	0.18226938124883899
0.034	0.1820322947724565
0.035	0.18178874336699735
0.036	0.1815387786635858
0.037	0.1812824534561462
0.038	0.18101982167532762
0.039	0.18075093836202807
0.04	0.1804758596405412
0.041	0.1801946426913498
0.042	0.17990734572358932
0.043	0.17961402794720588
0.044	0.1793147495448322
0.045	0.17900957164340572
0.046	0.17869855628555226
0.047	0.17838176640076
0.048	0.17805926577636616
0.049	0.17773111902838126
0.05	0.17739739157217377
0.051	0.17705814959303823
0.052	0.1767134600166706
0.053	0.17636339047957322
0.054	0.17600800929941168
0.055	0.17564738544534717
0.056	0.17528158850836434
0.057	0.17491068867161855
0.058	0.17453475668082202
0.059	0.17415386381469108
0.06	0.17376808185547452
0.061	0.17337748305958312
0.062	0.1729821401283411
0.063	0.17258212617887703
0.064	0.17217751471517523
0.065	0.17176837959930408
0.066	0.17135479502284048
0.067	0.17093683547850722
0.068	0.1705145757320406
0.069	0.1700880907943042
0.07	0.16965745589366488
0.071	0.1692227464486467
0.072	0.16878403804087683
0.073	0.16834140638833803
0.074	0.16789492731894173
0.075	0.16744467674443403
0.076	0.1669907306346479
0.077	0.16653316499211288
0.078	0.1660720558270343
0.079	0.1656074791326527
0.08	0.16513951086099285
0.081	0.16466822689901392
0.082	0.16419370304516764
0.083	0.16371601498637492
0.084	0.16323523827542785
0.085	0.16275144830882485
0.086	0.16226472030504566
0.087	0.1617751292832729
0.088	0.1612827500425655
0.089	0.1607876571414897
0.09	0.16028992487821173
0.091	0.15978962727105717
0.092	0.15928683803953989
0.093	0.15878163058586459
0.094	0.1582740779769044
0.095	0.15776425292665752
0.096	0.1572522277791824
0.097	0.15673807449201513
0.098	0.15622186462006749
0.099	0.1557036693000084
0.1	0.1551835592351263
